INPUT:text_first,INPUT:text_second,OUTPUT:result,CONFIDENCE:result,vote_type,vote_different,vote_some_details_lost,vote_OK,average
I need the room for one day and I need a room at St Christopher's Inn Village | Hostel.,I need a room at St Christopher's Inn Village.,some_details_lost,0.9975,3,0,3,0,2
"I will need to rent the car from Wednesday next week till next Thursday, and I will be picking it up around evening 4.",i'll have to rent the car from wednesday till next week and i'll be picking it up around 4,some_details_lost,0.9999,12,0,2,1,2.333333333
Would the 4.5 star 1 Hotel Brooklyn Bridge interest you?,would the 4.5 star hotel brynbrooke bridge interest you?,OK,0.9852,3,0,0,3,3
It is suitable for kids and there is no entry fee.,"It is suitable for children, and there is no charge.",OK,0.9999,3,0,0,3,3
"Your appointment is booked, they are located at 689 East Remington Drive Ste A.",689 east remington drive st. a,different,1,12,1,2,0,1.666666667
I want a reservation at this restaurant. Can you make it for twelve pm? For four people.,I would like to have a reservation at this restaurant. Can you make it for twelve PM? It is for four people.,OK,0.9773,3,0,0,3,3
Your request for booking the rooms has been made. If you want to call them you can at +1 916-929-8855.,"u have to book the rooms... 916-929-8855 if you want to call them, just call them!",some_details_lost,0.9999,12,1,2,0,1.666666667
"There's another bus departing at 8 am with 0 transfers, it's $26.",There is another bus departing at 8 am with no transfers.,some_details_lost,0.9973,14,0,4,1,2.2
I want to see a movie. Can you tell me what the regular shows are at the Rheem Theatre in Moraga.,I wanna see a movie. what the regular shows are at the rheem theatre in moraga?,OK,0.9961,3,0,0,3,3
Your reservation has been confirmed. Please enjoy!,"your reservation has been confirmed! yep, enjoy!",OK,0.9961,3,0,0,3,3
"That sounds good! I would like to find a bus going there from Long Beach, leaving on March 1st at morning 11:45.",That sounds like a good one! i want to find a bus going there from long beach on march 1st 11:45,some_details_lost,0.9935,3,0,3,0,2
The event will take place at 600 Wilbur Avenue at nine am.,"600 Wilbur Avenue, 9 am",different,0.9999,12,1,2,0,1.666666667
All that sounds correct.,all that sounds right,OK,0.9999,3,0,0,3,3
"Got it, Mets Vs Phillies, 3, Next Friday in New york. Right?","Mets Vs Phillies, 3 next Friday in New York. Do you agree?",OK,0.9962,3,0,0,3,3
Please confirm this is correct: Penguin Highway without subtitles.,Please confirm that this is correct.,some_details_lost,0.9563,3,0,3,0,2
"Okay, you want 3 Economy seat at American Airlines goint to Delhi from Los Angeles on March 3rd until March 14th with an outbound flight leaves at 6:30 am and return flight leaves at 7 pm. Please confirm.",You want 3 Economy Seats at American Airlines going to Los Angeles on March 3rd until March 14th. Please confirm that you are correct.,some_details_lost,0.969,12,0,2,1,2.333333333
"Got it. Do you want to confirm a 3 day reservation for 1 room at the Ac Hotel By Marriott Beverly Hills, arriving on March 4th in Los Angeles?",got it. do you want to get a 3 day reservation at the ac hotel by martin beverly hills march 4th in los angeles?,some_details_lost,0.9999,3,0,3,0,2
"Please can you confirm that you wish to book 4 Economy tickets to fly from Toronto to Philadelphia in United Airlines flight that departs on March 5th at 5:35 pm and the return flight leaving at 11:30 am on March 10th, right?",Can you confirm that you wish to book four Economy tickets for a flight from Toronto to Philadelphia?,some_details_lost,0.9999,12,1,2,0,1.666666667
"I want to pick it up in Delhi, India on Sunday this week, and I'll need it until the 6th.","I would like to pick it up in Delhi, India on Sunday this week.",some_details_lost,0.9999,3,0,3,0,2
Sure. Please go ahead and make the reservation. I'll be checking out on the 13th of March.,"Yes, yes. Please make the reservation. I will be checking out on the thirteenth of March.",OK,0.9999,3,0,0,3,3
"There are 10 hotels, there is one that has a 4.4 rating called Aloft New Delhi Aerocity.","There are ten hotels in New Delhi, and there is one that has a 4.4 rating.",OK,0.9999,12,0,1,2,2.666666667
Can you find me a General Practitioner in Oakland?,can you find a general practitioner in ohio?,some_details_lost,0.9996,3,0,3,0,2
Please confirm you want me to add an event with the name Restaurant reservation at El Valenciano on March 14th at 11 am taking place at 1153 Valencia Street.,"if you want to add a restaurant reservation at el vaenciano on marth 14 at 1153 valencia street, please confirm.",OK,0.9999,12,0,1,2,2.666666667
What city and what type of food are you looking for would you like Italian or Mexican or something else,what city and what kind of food are you looking for?,some_details_lost,0.9999,13,0,3,1,2.25
"I want to book a ticket for that event we talked about, just one ticket.",I would like to book a ticket for that event we discussed.,OK,0.9508,3,0,0,3,3
"What cuisine are you looking for? For example: Chinese, American, etc.","What cuisine do you want? For example, Chinese, American, and others.",OK,1,3,0,0,3,3
"I'll need a few more details to arrange this for you: Where are you going to, what time would you like to leave at, and how many tickets will you be buying?","where are you going to, what time do u want to leave and how many tickets will u be buying?",some_details_lost,0.9999,3,0,3,0,2
Yes I confirm all.,"yea, i say yes.",OK,1,3,0,0,3,3
Do you want any more help?,do u want more help?,OK,1,3,0,0,3,3
When am I free to visit?,when am i free to go?,OK,0.9839,3,0,0,3,3
Please give confirmation details: Table booking for 2 people at Mcdonald's at 6:15 pm on March 1st in the city of San Jose,2 people at mcdonalds at 6:15 on march 1st in san joseph,some_details_lost,0.9984,3,0,3,0,2
I want to travel to NYC so I need a house.,I would like to go to New York so I need a house.,OK,1,13,0,1,3,2.75
Could you get me some songs? There are many good songs in the album Wonders. I like The Piano Guys 's songs and I especially like Classical songs.,can you get me some songs?? there are a lot of good songs in Wonders. i like the piano guys songs and i especially like classic ones.,OK,0.9999,3,0,0,3,3
Search revealed 9 results. Arizona Grand Resort& Spa has a 4.3 rating.,Search for nine results. The rating for Arizona Grand Resort& Spa is 4.3.,OK,0.9999,12,0,1,2,2.666666667
"Can you confirm the details? 1 event for the ticket, but for March 12th.",Can you confirm the information? The only event for the ticket is March 12th.,OK,0.9983,3,0,0,3,3
It is at 1 AMB Drive Northwest.,It is located at one AMB Drive North.,OK,0.9555,12,0,1,2,2.666666667
"I would like to have Free-Wifi and In-room accessibility and please let me know if the Holiday Inn Express London have those options, for I wish to stay there?",i want to have free wifi and in-room access please let me know if the holly inn express london has those.,some_details_lost,0.9999,3,0,3,0,2
"Found 2 results one of which is an outbound flight from Alaska Airlines which leaves at 8 am and it has only 1 stop. The ticket cost is$306. How about this flight, do you like the same?","There are two results, one of which is an outbound flight from Alaska Airlines that leaves at 8 a.m. It has only one stop. The ticket costs$306. How about this flight? Do you like the same thing?",OK,0.9938,3,0,0,3,3
I need one-way flights leaving March 13th from SF.,I need one way flights starting March 13th from San Francisco.,OK,0.9938,3,0,0,3,3
American Airlines offers outbound flight that leaves at 6:25 am with return flight at 11:20 am for$121.,6:25 am american airlines- return flight at 11:20 for$12,different,0.9999,12,1,2,0,1.666666667
"If you want to call them you can through +1 702-256-3766, and the address of the hotel is 8669 West Sahara Avenue.","If you would like to call them, you can contact them by telephone at 8669 West Sahara Avenue.",some_details_lost,0.9938,12,1,2,0,1.666666667
How many days is it for?,How many days does it last?,OK,0.9999,3,0,0,3,3
This will be a perfect one for me I think. I need to book a restaurant there for which I need your help.,I think this will be a perfect choice. I need your assistance in booking a restaurant there.,OK,0.9999,3,0,0,3,3
Could you find me something child friendly for free in SF?,Could you find me something child friendly in San Francisco?,OK,1,3,0,0,3,3
"No, I'm not interested in reserving the car. Could you see whether there's a bus going there?","no, i don't want to keep the car. can you see if there is a bus going there?",OK,1,3,0,0,3,3
"My bonus is bigger than I thought this month, so I'm ready for some entertainment. What attractions do you show that are coming up?",my bonus is bigger than i thought this month so i'm ready for some entertainment what do you show that are coming up with?,some_details_lost,0.9999,3,0,3,0,2
Thanks a lot. I will also need a round trip flight to get there for the day after tomorrow. If possible I want to save some money so search an Economy ticket and departing from New York.,"thanks a lot i need a round trip flight to get there for the day after tomorrow. if you want to save some money, search an economy ticket and go out from new york.",OK,0.9999,3,0,0,3,3
"Ok. To confirm, you want to book 3 rooms from March 8th to March 14th at the Best Western Plus Chateau Granville Hotel& Suites& Conference Ctr. in Vancouver. Is that right?",ok to confirm you want to book 3 rooms from march 8-14 at Best Western Plus Chateau Granville Hotel& Suites& Conference in vegas Is it right?,some_details_lost,0.9999,12,1,2,0,1.666666667
I need a flight to San Francisco. I need to depart on Monday next week and return on March 11th.,I would like to take a flight to San Francisco. I will depart on Monday next week and return on March 11th.,OK,0.9999,3,0,0,3,3
"It is located at 5920 Hollywood Boulevard, Hollywood, CA 90028, USA and the number is+1 323-469-2500.",The phone number is+1 323-469-2500.,different,0.9993,12,1,2,0,1.666666667
I am returning on the 10th. Could you please check an availability in economy class.,i'm back on the 10th check out economy class if you can get it?,OK,0.9999,3,0,0,3,3
"You have 1 account and your checking account balance is$24,484.90.","Your checking account balance is$24,484.90.",some_details_lost,0.9907,3,0,3,0,2
I am moving to LA on 4th of March. It is ok with any class.,I am moving to Los Angeles on the fourth of March. It is acceptable with any class.,OK,0.9999,3,0,0,3,3
I'll go from LAX.,I will go from Los Angeles.,OK,0.9999,12,1,0,2,2.333333333
I am leaving next Friday to travel to SD.,i'm going to SD next friday,OK,0.9905,3,0,0,3,3
Sounds good. I want a hotel room there. Are there any one star hotels?,That sounds good. I would like to have a hotel room there. Are there any stars?,different,0.9999,12,0,2,1,2.333333333
Okay. So 11 am on next Monday. Right?,"Okay, I agree. It is 11 am on next Monday. Do you agree?",OK,0.9793,3,0,0,3,3
What are some attractions there?,what are some things there?,some_details_lost,0.9999,12,0,2,1,2.333333333
Reservation is confirmed. Hope you enjoy over there! and the venue is at 123-01 Roosevelt Avenue.,"Reservations are confirmed. I hope that you enjoy yourself. The venue is located at 123, Roosevelt Avenue.",different,0.9999,12,0,2,1,2.333333333
"I'm leaving from Seattle, WA and traveling to San Francisco.","i'm leaving from washington, WA and going to san francisco.",different,0.9999,12,1,2,0,1.666666667
"From Phoenix, AZ.","It is from Phoenix, Arizona.",OK,0.9999,12,0,1,2,2.666666667
